 stabbr, psuid, wt_nrdad, lolv, lnlv, hhmn, lolvnliv, r_type, grnd_cn, singmult, r_res3, lowflor, bldg_age, r_basemt, basentr, gaswthtr, tight, ventfreq
IL    ,            62,    7684.896,       0.353,       0.720,       0.318, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  5    
IL    ,            62,    7684.896,       2.021,       2.753,       2.047, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  5    
IL    ,            62,    7684.896,       0.976,       0.976,       0.712, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  5    
IL    ,            62,    7684.896,       0.459,       0.459,       0.474, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  5    
IL    ,            62,    7684.896,       1.394,       1.394,       1.426, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  5    
IL    ,            62,    7684.896,       0.617,       1.266,       0.617, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  2    ,  2    ,  2    ,  2    
IL    ,            62,    7684.896,       2.133,       2.133,       2.168, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  5    
IL    ,            62,    8542.286,       0.235,       0.235,       0.235, 2     , 77    , 1     , 1     , 1     ,  1    ,  5    ,  1    ,  1    ,  2    ,  1    , 94    
IL    ,            62,    7356.563,       0.000,       0.000,       0.000, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  2    , 77    ,  2    ,  2    ,  3    
IL    ,            62,    7356.563,       0.361,       0.361,       0.361, 2     , 77    , 2     , 1     , 1     ,  2    ,  6    ,  2    , 77    ,  2    ,  1    ,  5    
MN    ,            73,    6564.325,       1.412,       1.412,       1.105, 2     , 77    , 1     , 1     , 1     ,  1    ,  3    ,  1    ,  1    ,  1    ,  2    ,  3    
MN    ,            73,    6470.727,       0.579,       0.579,       0.579, 2     ,  5    , 2     , 1     , 1     , 98    ,  3    ,  2    , 77    ,  2    ,  1    ,  3    
MN    ,            73,    6470.727,       0.738,       0.738,       0.738, 2     , 77    , 2     , 1     , 1     ,  3    ,  4    ,  2    , 77    ,  2    ,  2    ,  3    
MN    ,            73,    6259.209,       1.273,       2.399,       1.295, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  4    
MN    ,            73,    6259.209,       0.729,       0.729,       0.476, 2     ,  5    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  1    
MN    ,            73,    6259.209,       1.098,       6.091,       1.130, 1     ,  5    , 1     , 2     , 3     , 77    , 94    ,  1    ,  1    ,  1    , 98    ,  1    
MN    ,            73,    6259.209,       2.778,       5.518,       2.792, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  1    
MN    ,            73,    6259.209,       0.720,       0.996,       0.720, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  1    
MN    ,            73,    6259.209,       2.906,       4.627,       2.906, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  4    
MN    ,            73,    6259.209,       2.733,       6.038,       2.879, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  1    
MN    ,            73,    6259.209,       0.561,       2.120,       0.561, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  1    
MN    ,            73,    6259.209,       2.496,       2.909,       2.461, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  4    
MN    ,            73,    6336.177,       5.710,       5.710,       4.351, 2     ,  2    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  1    ,  1    ,  2    
MN    ,            73,    6336.177,       2.332,       5.913,       2.065, 1     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  4    
MN    ,            73,    6336.177,       1.900,       2.604,       1.636, 1     ,  2    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  1    ,  1    ,  4    
MN    ,            73,    6336.177,       2.892,       2.892,       2.642, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  4    
MN    ,            73,    6336.177,       2.499,       2.499,       1.572, 2     ,  5    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  2    ,  3    
MN    ,            73,    6336.177,       2.211,       2.211,       1.868, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  5    
MN    ,            73,    6336.177,       3.440,       3.440,       2.874, 2     ,  3    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  4    
MN    ,            73,    6259.209,       6.202,       6.202,       5.056, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  3    
MN    ,            73,    6259.209,       2.422,       4.305,       2.422, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  4    
MN    ,            73,    6259.209,       3.123,       7.693,       3.123, 1     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  2    ,  3    
MN    ,            73,    6259.209,       1.876,       1.876,       1.485, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  3    
MN    ,            73,    6259.209,       5.854,       5.854,       4.913, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  1    
MN    ,            73,    6259.209,       2.601,       2.601,       1.622, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  2    
MN    ,            73,    6259.209,       1.485,       1.749,       1.485, 1     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  2    ,  4    
MN    ,            73,    6259.209,       2.639,       2.639,       1.301, 2     ,  4    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  2    ,  1    ,  2    
MN    ,            73,    6259.209,       1.888,       1.888,       1.528, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  2    
MN    ,            73,    6259.209,       2.017,       2.017,       1.529, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  3    
MN    ,            73,    6259.209,       2.561,       2.561,       1.801, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  4    
MN    ,            73,    6259.209,       0.777,       0.777,       0.684, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  3    
MN    ,            73,    6259.209,       1.751,       1.751,       1.372, 2     ,  5    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  2    
MN    ,            73,    6259.209,       1.504,       3.012,       1.504, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  2    
MN    ,            73,    6259.209,       2.260,       2.260,       1.663, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  2    
MN    ,            73,    6259.209,       3.099,       3.099,       2.512, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  2    
MN    ,            73,    6259.209,       1.488,       3.562,       1.305, 1     ,  3    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    , 94    ,  1    ,  2    
MN    ,            73,    6259.209,       2.260,       2.260,       1.932, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  2    
MN    ,            73,    6259.209,       1.505,       1.690,       1.505, 1     ,  3    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  1    
MN    ,            73,    6259.209,       1.956,       2.552,       1.375, 1     ,  5    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            63,    6259.209,       2.904,       2.904,       2.421, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  2    
IL    ,            63,    6259.209,       0.398,       0.888,       0.398, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  1    
IL    ,            63,    6259.209,       3.694,       3.694,       2.721, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            63,    6259.209,       3.526,       6.645,       3.526, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  4    
IL    ,            63,    6259.209,       1.752,       3.987,       1.752, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            63,    6252.617,       2.885,       2.885,       2.885, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  3    , 94    
IL    ,            63,    6259.209,       0.835,       1.938,       0.835, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            63,    6252.617,       0.647,       0.647,       0.578, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  1    ,  3    
IL    ,            63,    6259.209,       0.925,       1.626,       0.951, 1     ,  4    , 1     , 2     , 3     , 77    ,  2    ,  1    ,  1    ,  1    ,  3    ,  5    
IL    ,            63,    6259.209,       2.062,       2.062,       1.370, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  1    ,  1    ,  1    ,  1    ,  3    
IL    ,            63,    6259.209,       1.014,       1.014,       0.706, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  3    
IL    ,            63,    6259.209,       0.840,       1.533,       0.974, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  3    
IL    ,            63,    6259.209,       2.849,       2.849,       2.050, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  3    
IL    ,            63,    6259.209,       0.604,       0.604,       0.531, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  3    
IL    ,            63,    6259.209,       0.834,       0.834,       0.509, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    , 98    ,  1    ,  2    ,  2    
IL    ,            63,    6259.209,       0.795,       0.795,       0.605, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  3    ,  4    
IL    ,            63,    6259.209,       2.449,       2.975,       2.415, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            63,    6259.209,       1.036,       1.036,       1.112, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  5    
IL    ,            63,    6259.209,       1.032,       1.150,       1.038, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  4    
IL    ,            63,    6259.209,       1.304,       1.304,       1.081, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    , 98    ,  1    ,  3    ,  5    
IL    ,            63,    6259.209,       2.508,       2.508,       1.844, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            63,    6259.209,       0.791,       0.791,       0.605, 2     ,  3    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    , 98    
IL    ,            63,    6259.209,       4.667,       4.667,       3.737, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            63,    6259.209,       1.077,       2.430,       1.110, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  2    ,  1    
IL    ,            63,    6259.209,       0.568,       0.568,       0.554, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  2    
IL    ,            63,    6259.209,       1.909,       1.909,       1.213, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  4    
IL    ,            63,    6259.209,       3.193,       6.095,       3.285, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            63,    6259.209,       3.694,       3.694,       1.789, 2     ,  5    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    , 94    
IL    ,            63,    6259.209,       1.989,       3.199,       1.784, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  4    
IL    ,            63,    6259.209,       1.280,       1.280,       0.852, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            63,    6470.727,       2.811,       2.811,       2.811, 2     , 77    , 1     , 1     , 1     ,  1    ,  3    ,  2    , 77    ,  1    ,  1    ,  2    
IL    ,            63,    6470.727,       4.651,       4.651,       4.651, 2     , 77    , 1     , 1     , 1     ,  1    ,  3    ,  2    , 77    ,  1    ,  3    ,  4    
IL    ,            63,    6470.727,       2.108,       2.108,       2.108, 2     , 77    , 1     , 1     , 1     ,  1    ,  3    ,  2    , 77    ,  1    ,  3    ,  1    
IL    ,            63,    6470.727,       3.486,       3.486,       3.486, 2     , 77    , 1     , 1     , 1     ,  1    ,  3    ,  2    , 77    ,  1    ,  1    ,  4    
IL    ,            63,    6470.727,       1.856,       1.856,       1.856, 2     , 77    , 1     , 1     , 1     ,  1    ,  3    ,  2    , 77    ,  1    ,  1    ,  5    
IL    ,            63,    6470.727,       2.504,       2.504,       2.504, 2     , 77    , 1     , 1     , 1     ,  1    ,  3    ,  2    , 77    ,  1    ,  1    ,  1    
IL    ,            63,    6470.727,       3.911,       3.911,       3.911, 2     , 77    , 1     , 1     , 1     ,  1    ,  3    ,  2    , 77    ,  1    ,  1    ,  1    
IL    ,            63,    6550.296,       0.381,       0.381,       0.381, 2     , 77    , 2     , 1     , 1     ,  3    ,  4    ,  2    , 77    ,  2    ,  2    ,  1    
IL    ,            63,    6550.296,       0.333,       0.333,       0.333, 2     , 77    , 2     , 1     , 1     ,  2    ,  4    ,  2    , 77    ,  2    ,  2    ,  3    
IL    ,            63,    6550.296,       0.187,       0.187,       0.187, 2     , 77    , 2     , 1     , 1     ,  4    ,  4    ,  1    ,  2    ,  2    ,  1    ,  2    
IL    ,            63,    6550.296,       0.240,       0.240,       0.240, 2     , 77    , 2     , 1     , 1     ,  4    ,  4    ,  1    ,  2    ,  2    ,  1    ,  4    
IL    ,            63,    6550.296,       0.398,       0.398,       0.398, 2     , 77    , 2     , 1     , 1     ,  4    ,  4    ,  1    ,  2    ,  2    ,  2    ,  2    
IL    ,            63,    6550.296,       0.108,       0.108,       0.108, 2     , 77    , 2     , 1     , 1     ,  5    ,  4    ,  1    ,  2    ,  2    ,  2    ,  2    
IL    ,            63,    6550.296,       0.221,       0.221,       0.221, 2     , 77    , 2     , 1     , 1     ,  5    ,  4    ,  1    ,  2    ,  2    ,  2    ,  4    
IL    ,            63,    6550.296,       0.199,       0.199,       0.199, 2     , 77    , 2     , 1     , 1     ,  6    ,  4    ,  2    , 77    ,  2    ,  2    ,  1    
IL    ,            63,    6550.296,       0.373,       0.373,       0.373, 2     , 77    , 2     , 1     , 1     ,  6    ,  5    ,  2    , 77    ,  2    ,  3    ,  1    
IL    ,            63,    6259.209,      10.220,      10.220,       6.139, 2     ,  4    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  1    ,  1    ,  1    
IL    ,            63,    6259.209,       5.739,       5.739,       2.876, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            63,    6259.209,       0.834,       1.914,       0.843, 1     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  2    ,  2    
IL    ,            63,    6252.617,       0.931,       0.931,       0.931, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  1    ,  1    ,  5    
